children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe,network_status,expense_type,action,predicted_kdma,probe_id,val1,val2,val3,val4,risk_aversion,choice
4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.265895640735764e-05,10,120,100,60,0,high,high
1,3,1,2,Hourly,4519,Yes,Owns,26,50,53,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,6.501012262998055e-05,14,80,90,95,100,high,high
0,0,0,0,Hourly,2384,No,Rents,1,7,6,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,6.508679523965004e-05,11,200,100,10,0,high,high
1,3,1,2,Hourly,3429,No,Rents,34,43,57,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.144202151370732e-05,10,120,100,60,0,high,high
3,2,1,1,Bonus,1139,No,Owns,29,38,56,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.209710009707384e-05,16,75,50,30,0,high,high
3,4,2,3,Hourly,176,Yes,Rents,45,70,81,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.269863960662628e-05,16,75,50,30,0,high,high
4,4,2,2,Bonus,1139,No,Owns,52,65,80,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,6.31369603500132e-05,12,200,40,25,0,high,high
4,3,4,3,Hourly,1593,No,Owns,36,55,76,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,4.4135400397505783e-05,18,20,15,10,10,high,high
3,1,1,2,Hourly,3735,Yes,Owns,34,33,56,DEDUCTIBLE,IN-NETWORK,COST IN $,0,6.532194803064629e-05,2,1600,600,200,0,high,high
3,3,4,3,Bonus,3179,No,Rents,42,56,75,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,4.4290233524263326e-05,18,20,15,10,10,high,high
1,1,0,0,Salaried,792,No,Owns,5,1,9,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.409412400522433e-05,14,80,90,95,100,high,high
1,3,3,1,Salaried,1012,Yes,Owns,34,26,75,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,6.398972288474525e-05,11,200,100,10,0,high,high
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,6.337625031414136e-05,12,200,40,25,0,high,high
4,4,4,4,Bonus,1962,No,Rents,35,68,84,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6.457985309418696e-05,5,6450,4000,2000,1500,high,high
0,0,0,0,Bonus,489,No,Rents,3,0,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.353331160414211e-05,14,80,90,95,100,high,high
1,0,1,0,Bonus,458,No,Rents,4,8,6,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,6.482710419626377e-05,11,200,100,10,0,high,high
3,3,2,2,Hourly,2384,No,Rents,37,67,81,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,6.496990681015504e-05,1,1600,600,200,0,high,high
1,1,2,1,Salaried,1214,No,Owns,17,40,57,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6.434123976194238e-05,5,6450,4000,2000,1500,high,high
3,4,2,4,Bonus,861,No,Owns,58,56,100,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.260797903079517e-05,10,120,100,60,0,high,high
3,4,4,3,Salaried,912,Yes,Rents,61,58,79,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,6.498110208954406e-05,14,80,90,95,100,high,high
0,0,0,0,Hourly,4605,Yes,Rents,4,6,13,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.244633578929666e-05,14,80,90,95,100,high,high
1,3,2,1,Salaried,358,No,Rents,28,36,56,DEDUCTIBLE,IN-NETWORK,COST IN $,0,6.44655679183087e-05,2,1600,600,200,0,high,high
0,0,0,0,Salaried,1214,No,Owns,1,7,6,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,5.447883570392049e-05,15,50,70,70,80,high,high
3,2,1,3,Salaried,4377,No,Rents,24,48,52,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6.413761379743267e-05,5,6450,4000,2000,1500,high,high
1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,6.415234789946876e-05,13,50,60,70,80,high,high
4,4,3,2,Hourly,2246,No,Owns,62,60,83,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,5.2666342566510024e-05,14,80,90,95,100,high,high
4,3,4,4,Bonus,3757,No,Rents,38,56,75,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,6.553854157222495e-05,17,50,70,80,100,high,high
3,1,2,3,Bonus,2742,No,Owns,39,50,53,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.175295264877847e-05,16,75,50,30,0,high,high
4,4,2,2,Bonus,2804,No,Owns,48,51,79,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,6.468427910066369e-05,1,1600,600,200,0,high,high
1,0,1,0,Salaried,2852,Yes,Rents,6,16,31,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,6.322217377817307e-05,12,200,40,25,0,high,high
1,0,1,0,Hourly,2250,No,Owns,4,7,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,6.526370030606868e-05,1,1600,600,200,0,high,high
1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.562993527187789e-05,18,20,15,10,10,high,high
0,0,1,1,Hourly,2879,Yes,Rents,16,14,30,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,4.652395729390408e-05,15,50,70,70,80,high,high
1,1,0,0,Hourly,2665,No,Rents,8,14,30,DEDUCTIBLE,IN-NETWORK,COST IN $,200,6.568855376091013e-05,2,1600,600,200,0,high,high
2,3,3,1,Salaried,83,Yes,Owns,19,50,53,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,6.296985945356188e-05,11,200,100,10,0,high,high
1,1,1,0,Bonus,3149,No,Owns,1,3,4,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.370202747340378e-05,14,80,90,95,100,high,high
3,3,4,2,Salaried,4539,No,Owns,45,75,83,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.239677494958353e-05,10,120,100,60,0,high,high
3,3,3,3,Hourly,2879,Yes,Rents,61,60,80,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,6.313220315928024e-05,11,200,100,10,0,high,high
1,3,2,3,Hourly,1019,Yes,Owns,35,50,53,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.1884613950172134e-05,18,20,15,10,10,high,high
3,3,3,2,Bonus,2793,Yes,Owns,39,48,52,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.241373045663866e-05,10,120,100,60,0,high,high
1,1,2,3,Hourly,1155,No,Rents,16,49,59,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6.379201913125434e-05,4,6450,4000,1500,1000,high,high
4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6.428872658110026e-05,4,6450,4000,1500,1000,high,high
4,3,3,3,Hourly,4826,No,Owns,47,63,98,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,6.512425695833382e-05,17,50,70,80,100,high,high
1,1,1,1,Bonus,1006,No,Owns,27,35,73,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,6.474518860366891e-05,1,1600,600,200,0,high,high
1,2,0,0,Hourly,1178,No,Owns,5,12,39,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,6.395901518819734e-05,8,80,40,20,15,high,high
0,1,1,0,Salaried,1625,No,Owns,16,16,31,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.5455668208093055e-05,18,20,15,10,10,high,high
1,2,0,0,Hourly,4350,No,Rents,7,16,37,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6.506297783144389e-05,4,6450,4000,1500,1000,high,high
2,2,1,1,Bonus,2404,Yes,Owns,11,14,34,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.455480097161249e-05,5,6450,4000,2000,1500,high,high
1,2,1,1,Bonus,4493,Yes,Owns,18,14,29,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.490271721411054e-05,5,6450,4000,2000,1500,high,high
0,2,2,0,Hourly,170,No,Rents,16,14,34,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6.495403660054637e-05,4,6450,4000,1500,1000,high,high
2,2,1,1,Salaried,792,No,Owns,28,24,60,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,6.45457484411025e-05,1,1600,600,200,0,high,high
1,0,1,0,Bonus,2951,No,Owns,11,11,30,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,6.549207156722333e-05,1,1600,600,200,0,high,high
1,0,0,1,Bonus,2742,No,Owns,10,10,2,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,6.504415132998563e-05,11,200,100,10,0,high,high
1,1,3,1,Hourly,2563,Yes,Rents,35,26,75,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.338872015172239e-05,18,20,15,10,10,high,high
3,2,4,4,Salaried,1235,Yes,Rents,55,60,83,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.372314182376307e-05,15,50,70,70,80,high,high
3,3,4,3,Salaried,1622,Yes,Rents,42,55,84,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.255641505827943e-05,16,75,50,30,0,high,high
0,2,0,1,Hourly,176,Yes,Rents,9,18,32,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,6.32031341269465e-05,20,100,50,30,10,high,high
4,4,4,4,Bonus,2793,Yes,Owns,63,73,76,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,6.523150713904509e-05,1,1600,600,200,0,high,high
3,2,1,3,Salaried,1125,Yes,Rents,18,23,53,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,6.408492715831913e-05,11,200,100,10,0,high,high
2,2,2,1,Salaried,2175,No,Owns,35,49,59,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,6.267729686116752e-05,20,100,50,30,10,high,high
0,0,0,1,Bonus,4027,Yes,Rents,3,4,3,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,6.438494616216969e-05,16,75,50,30,0,high,high
0,1,1,0,Salaried,1919,No,Owns,10,15,31,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,6.532796445911218e-05,1,1600,600,200,0,high,high
2,0,1,0,Hourly,2250,No,Owns,11,17,35,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,6.351499314444887e-05,8,80,40,20,15,high,high
0,0,0,1,Salaried,2062,No,Rents,2,9,4,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.785131534460648e-05,18,20,15,10,10,high,high
1,0,0,1,Salaried,1125,Yes,Rents,1,1,2,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6.523398598341411e-05,4,6450,4000,1500,1000,high,high
1,3,2,3,Hourly,1019,Yes,Owns,35,50,53,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,6.2337526161012e-05,20,100,50,30,10,high,high
1,1,0,1,Salaried,3664,No,Owns,1,6,13,DEDUCTIBLE,IN-NETWORK,COST IN $,200,6.480332349457066e-05,2,1600,600,200,0,high,high
0,2,2,2,Salaried,2240,Yes,Rents,15,20,35,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.16767903355363e-05,14,80,90,95,100,high,high
0,0,0,1,Bonus,861,No,Owns,8,2,25,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.398377467658289e-05,5,6450,4000,2000,1500,high,high
2,2,1,2,Hourly,874,No,Owns,38,41,60,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.22351560909615e-05,10,120,100,60,0,high,high
0,0,0,1,Hourly,3289,No,Rents,15,12,39,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.415117392224414e-05,5,6450,4000,2000,1500,high,high
0,0,0,0,Bonus,4271,No,Rents,3,5,12,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,6.511478857973987e-05,12,200,40,25,0,high,high
0,1,1,0,Bonus,4493,Yes,Owns,10,4,3,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6.495770011152066e-05,4,6450,4000,1500,1000,high,high
4,3,4,4,Bonus,3757,No,Rents,38,56,75,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6.457321462651196e-05,4,6450,4000,1500,1000,high,high
1,1,2,2,Bonus,3409,Yes,Rents,30,29,55,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.20345067396316e-05,16,75,50,30,0,high,high
0,2,1,0,Salaried,358,No,Rents,12,16,31,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.169159989908627e-05,18,20,15,10,10,high,high
0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.356832365521324e-05,14,80,90,95,100,high,high
1,0,1,0,Hourly,1593,No,Owns,0,2,1,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,6.456915309904833e-05,16,75,50,30,0,high,high
4,4,4,4,Bonus,2793,Yes,Owns,63,73,76,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.355815035915196e-05,15,50,70,70,80,high,high
3,3,2,2,Hourly,2665,No,Rents,41,58,79,DEDUCTIBLE,IN-NETWORK,COST IN $,0,6.493540396042568e-05,2,1600,600,200,0,high,high
2,2,3,1,Hourly,2547,Yes,Owns,32,36,62,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6.398442475503601e-05,4,6450,4000,1500,1000,high,high
3,1,3,1,Hourly,1593,No,Owns,16,25,52,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,6.303052044177014e-05,12,200,40,25,0,high,high
0,0,0,0,Hourly,4605,Yes,Rents,4,6,13,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,6.472095254232948e-05,20,100,50,30,10,high,high
0,0,0,0,Salaried,1214,No,Owns,1,7,6,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.358689149537364e-05,17,50,70,80,100,high,high
2,1,0,2,Salaried,1125,Yes,Rents,6,12,28,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6.480880608764872e-05,4,6450,4000,1500,1000,high,high
0,0,2,1,Hourly,2563,Yes,Rents,15,13,50,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.388984895944136e-05,17,50,70,80,100,high,high
1,3,2,1,Salaried,358,No,Rents,28,36,56,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,6.363717362389234e-05,11,200,100,10,0,high,high
1,1,1,0,Bonus,2793,Yes,Owns,9,9,1,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.447825212184513e-05,5,6450,4000,2000,1500,high,high
0,0,0,0,Bonus,1972,Yes,Owns,9,4,5,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.51285227368673e-05,5,6450,4000,2000,1500,high,high
2,3,2,1,Bonus,3149,No,Owns,17,29,55,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.172158455107731e-05,18,20,15,10,10,high,high
0,2,1,0,Hourly,3337,No,Rents,7,19,30,DEDUCTIBLE,IN-NETWORK,COST IN $,200,6.572128137967525e-05,2,1600,600,200,0,high,high
1,1,1,2,Hourly,3289,No,Rents,35,24,64,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.387263182102668e-05,18,20,15,10,10,high,high
1,0,1,0,Salaried,1855,No,Rents,9,10,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,6.386589475777509e-05,12,200,40,25,0,high,high
0,0,1,1,Bonus,3409,Yes,Rents,13,14,30,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,6.302239822196728e-05,20,100,50,30,10,high,high
3,3,3,4,Bonus,4027,Yes,Rents,43,60,78,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,6.324419789657758e-05,11,200,100,10,0,high,high
0,1,0,0,Bonus,2804,No,Owns,4,0,4,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,6.487063724154255e-05,20,100,50,30,10,high,high
0,2,2,0,Hourly,170,No,Rents,16,14,34,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,6.324119386852372e-05,8,80,40,20,15,high,high
2,1,1,1,Bonus,489,No,Rents,23,20,55,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,6.234654705369334e-05,12,200,40,25,0,high,high
1,1,3,1,Hourly,2563,Yes,Rents,35,26,75,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,6.076251629455458e-05,8,80,40,20,15,high,high
3,4,2,4,Bonus,861,No,Owns,58,56,100,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6.408617939003006e-05,5,6450,4000,2000,1500,high,high
0,0,1,0,Hourly,2299,Yes,Owns,6,5,5,DEDUCTIBLE,IN-NETWORK,COST IN $,200,6.495428342635441e-05,2,1600,600,200,0,high,high
1,1,0,0,Salaried,792,No,Owns,5,1,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,5.9071530477471904e-05,18,20,15,10,10,high,high
3,3,3,2,Hourly,4605,Yes,Rents,46,65,88,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6.472897843803999e-05,4,6450,4000,1500,1000,high,high
1,1,2,0,Hourly,2547,Yes,Owns,14,16,37,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,6.499562048939574e-05,1,1600,600,200,0,high,high
4,2,4,4,Bonus,144,Yes,Owns,46,72,79,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6.401099916456835e-05,5,6450,4000,2000,1500,high,high
0,1,0,0,Hourly,4470,Yes,Owns,0,5,23,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,6.443767583486068e-05,11,200,100,10,0,high,high
0,0,1,0,Hourly,2547,Yes,Owns,7,5,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,6.480944769800495e-05,8,80,40,20,15,high,high
1,2,0,1,Bonus,4199,No,Owns,14,17,32,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.451236368940124e-05,5,6450,4000,2000,1500,high,high
1,2,2,3,Salaried,3990,No,Rents,30,23,53,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,4.869977210649379e-05,18,20,15,10,10,high,high
3,4,2,3,Hourly,4470,Yes,Owns,36,63,98,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6.455156943916178e-05,4,6450,4000,1500,1000,high,high
4,2,4,2,Bonus,4695,No,Owns,35,65,80,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.550246598375619e-05,15,50,70,70,80,high,high
3,4,3,4,Hourly,2954,Yes,Owns,64,67,81,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,5.663013933340299e-05,14,80,90,95,100,high,high
1,0,0,1,Salaried,4138,No,Owns,9,2,1,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.456492395802623e-05,17,50,70,80,100,high,high
2,2,2,2,Bonus,3757,No,Rents,18,26,51,DEDUCTIBLE,IN-NETWORK,COST IN $,0,6.460512167492954e-05,2,1600,600,200,0,high,high
2,1,0,2,Salaried,1125,Yes,Rents,6,12,28,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,6.413984325963609e-05,8,80,40,20,15,high,high
0,1,1,0,Salaried,912,Yes,Rents,9,3,4,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,6.446187930404467e-05,16,75,50,30,0,high,high
3,2,1,3,Salaried,4377,No,Rents,24,48,52,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.207695906485441e-05,16,75,50,30,0,high,high
1,1,2,2,Bonus,1962,No,Rents,5,17,35,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,6.331081391754373e-05,16,75,50,30,0,high,high
1,1,0,0,Salaried,4671,Yes,Rents,15,12,28,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,6.303637372766222e-05,12,200,40,25,0,high,high
0,1,0,0,Hourly,3337,No,Rents,1,9,4,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,6.458700247963567e-05,20,100,50,30,10,high,high
3,3,3,2,Salaried,153,Yes,Owns,36,61,80,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.542360921819755e-05,13,50,60,70,80,high,high
1,1,1,0,Salaried,83,Yes,Owns,2,10,2,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,6.367322792864814e-05,20,100,50,30,10,high,high
1,0,2,0,Bonus,1856,Yes,Rents,14,11,30,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,6.445070645026532e-05,5,6450,4000,2000,1500,high,high
2,4,4,4,Salaried,2240,Yes,Rents,59,74,85,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,5.127719905659727e-05,8,80,40,20,15,high,high
0,1,0,0,Bonus,2639,No,Rents,5,14,29,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,6.516474426416046e-05,1,1600,600,200,0,high,high
0,0,0,1,Hourly,2954,Yes,Owns,10,7,6,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,5.507653319098812e-05,15,50,70,70,80,high,high
2,2,3,3,Bonus,2363,Yes,Rents,52,64,80,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.23040785871807e-05,16,75,50,30,0,high,high
0,1,1,0,Salaried,1919,No,Owns,10,15,31,DEDUCTIBLE,IN-NETWORK,COST IN $,200,6.539988437789398e-05,2,1600,600,200,0,high,high
3,2,1,1,Bonus,1139,No,Owns,29,38,56,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,5.9457477342282966e-05,8,80,40,20,15,high,high
1,0,0,0,Bonus,3757,No,Rents,1,2,0,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,6.540548938815643e-05,4,6450,4000,1500,1000,high,high
4,3,4,3,Hourly,3561,Yes,Owns,51,56,75,DEDUCTIBLE,IN-NETWORK,COST IN $,0,6.522385593200974e-05,2,1600,600,200,0,high,high
2,0,2,1,Hourly,1593,No,Owns,5,13,27,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,6.534012312462677e-05,13,50,60,70,80,high,high
4,3,4,3,Salaried,2175,No,Owns,59,75,83,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,6.219720671013101e-05,10,120,100,60,0,high,high
0,1,1,0,Bonus,4493,Yes,Owns,10,4,3,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,6.460816464782188e-05,12,200,40,25,0,high,high
3,2,2,3,Salaried,4138,No,Owns,37,25,52,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,6.711320970439951e-05,14,80,90,95,100,high,high
0,2,2,2,Salaried,3042,Yes,Rents,6,14,30,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,6.31568421517078e-05,11,200,100,10,0,high,high
2,1,1,1,Hourly,2665,No,Rents,20,29,55,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,6.438785513975061e-05,1,1600,600,200,0,high,high
2,1,3,1,Hourly,3681,Yes,Owns,17,25,52,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,6.530503183684802e-05,17,50,70,80,100,high,high
2,2,2,3,Hourly,3289,No,Rents,59,54,88,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6.457702455856682e-05,5,6450,4000,2000,1500,high,high
2,2,1,1,Salaried,792,No,Owns,28,24,60,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,6.488623401739276e-05,15,50,70,70,80,high,high
1,3,3,1,Salaried,1012,Yes,Owns,34,26,75,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,6.459036109108775e-05,17,50,70,80,100,high,high
2,4,3,2,Hourly,3337,No,Rents,39,72,79,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,6.229954550733813e-05,16,75,50,30,0,high,high
0,0,1,0,Salaried,1919,No,Owns,4,4,5,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,6.378303784725788e-05,14,80,90,95,100,high,high
1,0,0,1,Bonus,2742,No,Owns,10,10,2,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,6.227687944994939e-05,18,20,15,10,10,high,high
3,2,2,1,Salaried,3352,Yes,Rents,18,48,52,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,6.49534195401297e-05,17,50,70,80,100,high,high
1,0,0,1,Bonus,2742,No,Owns,10,10,2,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,6.538746611900163e-05,1,1600,600,200,0,high,high
