children_under_4,children_under_12,children_under_18,children_under_26,employee_type,distance_dm_home_to_employer_hq,travel_location_known,owns_rents,no_of_medical_visits_previous_year,percent_family_members_with_chronic_condition,percent_family_members_that_play_sports,probe_id,serial,probe,network_status,expense_type,val1,val2,val3,val4,action,plan,estimate_medical_visits,risk_aversion,choice,kdma_depends_on,persona
0,0,0,0,Bonus,1006,No,Owns,11,15,48,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,50,0,50,2,10,high,low,RISK,3
1,2,1,0,Bonus,3149,No,Owns,6,14,30,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,30,100,50,50,2,10,high,low,RISK,3
3,1,3,2,Salaried,4038,Yes,Rents,28,36,62,18,11,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,15,10,10,3,20,high,low,RISK,3
0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,75,30,0,50,2,10,high,low,RISK,3
3,3,2,2,Hourly,2384,No,Rents,37,67,81,13,12,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,60,50,70,3,50,high,low,RISK,3
0,1,0,0,Bonus,2804,No,Owns,4,0,4,8,9,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,15,40,80,20,40,2,5,high,low,RISK,3
1,2,0,1,Bonus,4199,No,Owns,14,17,32,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,10,200,0,100,2,10,high,low,RISK,3
1,1,3,2,Bonus,3179,No,Rents,21,26,51,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,10,0,10,3,20,high,low,RISK,3
1,3,1,2,Hourly,4519,Yes,Owns,26,50,53,5,11,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2000,4000,1500,2000,3,20,high,low,RISK,3
0,0,1,1,Bonus,1248,Yes,Rents,7,20,35,4,10,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,1500,6450,4000,4000,2,10,high,low,RISK,3
3,3,3,2,Hourly,4605,Yes,Rents,46,65,88,13,12,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,50,80,70,70,3,50,high,low,RISK,3
2,0,0,1,Hourly,3735,Yes,Owns,15,15,31,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,30,0,75,50,2,10,high,low,RISK,3
1,2,2,1,Salaried,1625,No,Owns,36,38,56,11,11,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,10,200,10,3,20,high,low,RISK,3
0,1,2,1,Bonus,2810,Yes,Owns,15,20,35,18,10,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,15,20,10,15,2,10,high,low,RISK,3
2,2,1,2,Salaried,3664,No,Owns,7,16,39,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,100,30,10,50,2,10,high,low,RISK,3
4,2,4,3,Bonus,2951,No,Owns,48,51,79,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,50,80,70,3,50,high,low,RISK,3
2,1,3,1,Salaried,1855,No,Rents,39,49,60,8,11,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,80,40,15,20,3,20,high,low,RISK,3
1,2,1,0,Bonus,3149,No,Owns,6,14,30,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,10,200,100,100,2,10,high,low,RISK,3
1,2,1,2,Salaried,4259,Yes,Rents,6,18,32,16,10,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,0,50,50,2,10,high,low,RISK,3
3,1,1,1,Hourly,4826,No,Owns,25,35,73,1,11,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,200,600,200,3,20,high,low,RISK,3
0,0,0,0,Salaried,4742,No,Rents,0,6,5,8,9,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,80,15,40,20,40,2,5,high,low,RISK,3
3,3,2,2,Bonus,489,No,Rents,45,51,79,15,12,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,70,80,50,70,3,50,high,low,RISK,3
0,0,0,0,Salaried,153,Yes,Owns,0,4,5,18,9,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,10,20,10,15,15,2,5,high,low,RISK,3
3,1,1,1,Hourly,4826,No,Owns,25,35,73,10,11,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,60,100,120,60,3,20,high,low,RISK,3
0,1,0,0,Hourly,176,Yes,Rents,3,8,6,11,9,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,10,0,100,100,2,5,high,low,RISK,3
0,2,0,1,Hourly,1596,Yes,Owns,11,13,27,1,10,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,600,1600,200,600,2,10,high,low,RISK,3
1,1,0,1,Hourly,2954,Yes,Owns,18,17,32,14,10,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,95,80,100,90,90,2,10,high,low,RISK,3
4,4,3,3,Bonus,2404,Yes,Owns,49,60,83,10,12,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,60,120,100,60,3,50,high,low,RISK,3
4,3,3,2,Salaried,2852,Yes,Rents,38,64,80,8,12,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,20,15,80,20,3,50,high,low,RISK,3
2,1,1,2,Salaried,4138,No,Owns,17,13,27,20,10,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,100,50,30,50,2,10,high,low,RISK,3
2,4,3,4,Salaried,4555,No,Rents,42,55,84,14,12,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,80,90,95,95,3,50,high,low,RISK,3
1,1,0,0,Salaried,792,No,Owns,12,12,35,12,10,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,40,200,25,0,40,2,10,high,low,RISK,3
0,1,1,0,Salaried,3954,No,Owns,1,1,2,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,600,0,1600,600,2,5,high,low,RISK,3
3,1,3,1,Hourly,3252,Yes,Owns,24,24,60,16,11,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,30,50,75,30,3,20,high,low,RISK,3
0,0,0,0,Hourly,2665,No,Rents,2,3,4,1,9,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,1600,200,0,600,2,5,high,low,RISK,3
1,0,2,0,Hourly,3681,Yes,Owns,6,13,27,11,10,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,0,10,100,2,10,high,low,RISK,3
3,1,2,1,Hourly,2250,No,Owns,26,41,60,10,11,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,120,100,0,60,3,20,high,low,RISK,3
0,1,0,0,Salaried,358,No,Rents,5,5,5,5,9,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,2000,1500,4000,4000,2,5,high,low,RISK,3
1,2,3,1,Salaried,4592,Yes,Rents,37,41,60,8,11,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,15,80,20,20,3,20,high,low,RISK,3
0,0,0,1,Salaried,2062,No,Rents,2,9,4,15,9,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,70,50,80,70,70,2,5,high,low,RISK,3
1,0,1,0,Bonus,2951,No,Owns,11,11,30,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,50,75,0,30,3,10,high,high,RISK,4
0,1,1,0,Salaried,1625,No,Owns,16,16,31,10,14,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,120,0,60,60,3,10,high,high,RISK,4
1,2,1,0,Bonus,3149,No,Owns,6,14,30,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,0,75,50,30,30,3,10,high,high,RISK,4
0,0,0,0,Salaried,4742,No,Rents,0,6,5,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,1600,200,600,200,3,5,high,high,RISK,4
2,4,4,4,Salaried,3990,No,Rents,53,53,77,18,16,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,10,20,10,10,4,50,high,high,RISK,4
2,0,2,1,Hourly,1593,No,Owns,5,13,27,10,14,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,0,120,60,3,10,high,high,RISK,4
0,1,1,0,Salaried,1012,Yes,Owns,8,2,25,5,13,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,6450,1500,2000,4000,2000,3,5,high,high,RISK,4
0,1,0,1,Bonus,4623,Yes,Owns,2,9,1,4,13,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,4000,1500,6450,1500,3,5,high,high,RISK,4
2,3,4,3,Hourly,2563,Yes,Rents,59,56,100,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,0,200,40,0,4,50,high,high,RISK,4
0,1,1,1,Salaried,3042,Yes,Rents,1,4,5,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,1600,200,0,200,3,5,high,high,RISK,4
1,1,1,0,Hourly,4144,No,Owns,3,2,0,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,600,200,0,1600,200,3,5,high,high,RISK,4
1,0,1,0,Salaried,1855,No,Rents,9,10,10,17,13,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,100,80,80,3,5,high,high,RISK,4
1,1,1,0,Bonus,3149,No,Owns,1,3,4,2,13,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,0,1600,200,3,5,high,high,RISK,4
2,1,3,1,Hourly,2299,Yes,Owns,31,36,56,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,50,80,70,100,4,20,high,high,RISK,4
0,0,0,0,Bonus,2363,Yes,Rents,6,5,5,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,75,0,50,30,3,5,high,high,RISK,4
4,2,4,2,Salaried,1855,No,Rents,63,74,85,10,16,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,100,120,0,4,50,high,high,RISK,4
1,0,2,0,Salaried,1855,No,Rents,17,20,35,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,600,1600,200,0,200,3,10,high,high,RISK,4
3,4,2,3,Hourly,4519,Yes,Owns,48,75,77,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,25,40,0,0,4,50,high,high,RISK,4
3,1,2,1,Bonus,458,No,Rents,25,43,57,11,15,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,10,0,0,4,20,high,high,RISK,4
1,1,0,0,Bonus,489,No,Rents,9,11,30,8,14,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,80,40,15,20,3,10,high,high,RISK,4
3,1,3,1,Hourly,1593,No,Owns,16,25,52,18,15,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,15,10,10,4,20,high,high,RISK,4
2,2,3,3,Bonus,3409,Yes,Rents,54,58,79,1,16,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,200,1600,600,0,4,50,high,high,RISK,4
3,1,2,3,Bonus,2742,No,Owns,39,50,53,4,15,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,4000,1000,6450,1500,1000,4,20,high,high,RISK,4
0,0,0,1,Salaried,1210,No,Rents,9,1,13,17,13,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,100,70,80,50,80,3,5,high,high,RISK,4
4,2,4,3,Bonus,2951,No,Owns,48,51,79,11,16,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,10,100,0,4,50,high,high,RISK,4
1,0,0,1,Salaried,1125,Yes,Rents,1,1,2,8,13,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,40,15,80,20,3,5,high,high,RISK,4
1,3,1,2,Bonus,2294,Yes,Owns,25,47,55,2,15,DEDUCTIBLE,IN-NETWORK,COST IN $,1600,200,600,0,0,4,20,high,high,RISK,4
0,0,0,0,Hourly,3289,No,Rents,8,1,13,2,13,DEDUCTIBLE,IN-NETWORK,COST IN $,600,0,1600,200,200,3,5,high,high,RISK,4
4,2,4,3,Bonus,2951,No,Owns,48,51,79,4,16,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,6450,4000,1500,1000,4,50,high,high,RISK,4
4,4,3,2,Salaried,4671,Yes,Rents,57,53,77,1,16,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,200,0,0,4,50,high,high,RISK,4
4,3,3,4,Salaried,1125,Yes,Rents,38,53,77,15,16,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,70,80,4,50,high,high,RISK,4
0,0,1,0,Hourly,3681,Yes,Owns,1,2,1,5,13,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6450,4000,2000,2000,3,5,high,high,RISK,4
1,0,1,0,Hourly,152,Yes,Owns,8,6,13,4,13,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,1000,4000,6450,1500,3,5,high,high,RISK,4
3,4,2,4,Bonus,861,No,Owns,58,56,100,5,16,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,2000,4000,6450,1500,4,50,high,high,RISK,4
0,1,1,1,Salaried,3990,No,Rents,6,1,2,11,13,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,10,0,10,3,5,high,high,RISK,4
1,0,1,1,Bonus,1962,No,Rents,0,7,9,11,13,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,200,10,10,3,5,high,high,RISK,4
2,3,1,1,Hourly,4350,No,Rents,19,36,62,20,15,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,30,50,10,10,4,20,high,high,RISK,4
3,3,3,4,Hourly,2183,Yes,Owns,37,63,98,10,16,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,0,100,120,60,0,4,50,high,high,RISK,4
2,1,1,1,Salaried,153,Yes,Owns,15,33,56,5,15,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,6450,4000,2000,1500,4,20,high,high,RISK,4
0,0,0,0,Bonus,1006,No,Owns,11,15,48,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,0,50,75,30,3,10,high,high,RISK,4
2,1,3,1,Hourly,2299,Yes,Owns,31,36,56,14,15,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,100,90,100,4,20,high,high,RISK,4
4,4,3,3,Hourly,1178,No,Owns,35,54,88,14,16,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,80,95,90,100,100,4,50,high,high,RISK,4
0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,11,14,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,100,0,200,10,3,10,high,high,RISK,4
4,2,4,4,Bonus,144,Yes,Owns,46,72,79,10,16,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,0,120,0,4,50,high,high,RISK,4
1,0,1,0,Bonus,4695,No,Owns,0,6,5,17,13,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,80,3,5,high,high,RISK,4
3,3,3,2,Bonus,2793,Yes,Owns,39,48,52,12,15,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,200,40,0,25,0,4,20,high,high,RISK,4
1,1,0,1,Bonus,861,No,Owns,15,13,50,18,14,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,10,20,10,10,3,10,high,high,RISK,4
1,1,2,1,Bonus,3085,No,Rents,9,12,39,17,14,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,80,100,70,50,80,3,10,high,high,RISK,4
1,1,0,1,Bonus,861,No,Owns,15,13,50,15,14,OUTPATIENT SERVICES (SURGERY),OUT-OF-NETWORK,PERCENT PLAN PAYS,80,70,50,70,70,3,10,high,high,RISK,4
3,2,4,4,Salaried,1235,Yes,Rents,55,60,83,1,16,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,0,200,0,4,50,high,high,RISK,4
1,1,0,0,Bonus,3643,No,Rents,16,13,50,4,14,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1500,4000,1000,6450,1500,3,10,high,high,RISK,4
2,3,1,1,Hourly,1178,No,Owns,15,24,64,13,15,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,60,70,50,80,80,4,20,high,high,RISK,4
2,1,2,1,Hourly,152,Yes,Owns,34,38,64,10,15,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,0,120,0,4,20,high,high,RISK,4
0,0,1,0,Salaried,1622,Yes,Rents,2,1,9,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,30,0,50,30,3,5,high,high,RISK,4
0,0,1,1,Salaried,1235,Yes,Rents,7,4,8,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,75,30,0,30,3,5,high,high,RISK,4
2,0,1,1,Hourly,3252,Yes,Owns,10,12,35,8,14,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,15,80,20,20,3,10,high,high,RISK,4
3,3,2,2,Bonus,2404,Yes,Owns,27,31,59,16,15,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,75,0,50,30,0,4,20,high,high,RISK,4
0,0,0,0,Hourly,3289,No,Rents,8,1,13,5,13,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,4000,1500,2000,6450,2000,3,5,high,high,RISK,4
0,0,0,0,Bonus,1440,Yes,Owns,4,10,8,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,50,0,75,30,30,3,5,high,high,RISK,4
4,3,4,2,Hourly,152,Yes,Owns,58,65,88,5,16,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,1500,4000,6450,2000,1500,4,50,high,high,RISK,4
2,2,2,1,Salaried,2175,No,Owns,35,49,59,8,15,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,40,80,20,15,15,4,20,high,high,RISK,4
4,3,4,3,Bonus,458,No,Rents,46,70,81,11,16,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,100,200,0,10,0,4,50,high,high,RISK,4
0,0,1,0,Hourly,3681,Yes,Owns,1,2,1,4,13,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,6450,1000,4000,1500,1500,3,5,high,high,RISK,4
4,4,3,2,Salaried,4671,Yes,Rents,57,53,77,16,16,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,50,75,0,0,4,50,high,high,RISK,4
0,1,0,0,Hourly,4470,Yes,Owns,6,15,48,11,14,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,0,100,200,10,10,3,10,high,high,RISK,4
2,0,2,1,Hourly,1593,No,Owns,5,13,27,13,14,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,60,80,50,70,3,10,high,high,RISK,4
1,1,1,3,Bonus,381,No,Owns,20,38,64,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,70,80,100,100,4,20,high,high,RISK,4
1,1,1,0,Hourly,152,Yes,Owns,15,16,39,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,600,200,0,1600,200,3,10,high,high,RISK,4
4,3,4,4,Bonus,3757,No,Rents,38,56,75,5,16,OUT-OF-POCKET MAXIMUM,IN-NETWORK,MAXIMUM COST,2000,4000,6450,1500,1500,4,50,high,high,RISK,4
1,1,1,2,Hourly,2879,Yes,Rents,37,31,55,8,15,PRIMARY CARE PHYSICIAN (PCP) ,IN-NETWORK,CO-PAY IN $,20,40,80,15,15,4,20,high,high,RISK,4
1,1,1,3,Bonus,4027,Yes,Rents,21,31,54,4,15,OUT-OF-POCKET MAXIMUM,TIER 1 NETWORK,MAXIMUM COST,1000,1500,4000,6450,1000,4,20,high,high,RISK,4
1,0,2,2,Salaried,1235,Yes,Rents,14,14,34,16,14,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,50,75,0,30,3,10,high,high,RISK,4
3,4,4,3,Salaried,912,Yes,Rents,61,58,79,11,16,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,100,10,0,4,50,high,high,RISK,4
0,0,0,1,Hourly,3289,No,Rents,15,12,39,18,14,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,15,10,10,20,10,3,10,high,high,RISK,4
1,1,1,0,Bonus,3149,No,Owns,1,3,4,10,13,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,120,0,60,60,3,5,high,high,RISK,4
2,2,2,1,Salaried,2175,No,Owns,35,49,59,20,15,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,30,50,100,10,4,20,high,high,RISK,4
1,1,0,0,Hourly,4350,No,Rents,2,5,12,16,13,URGENT CARE CENTER,IN-NETWORK,CO-PAY IN $,30,50,75,0,30,3,5,high,high,RISK,4
2,2,1,2,Bonus,861,No,Owns,34,26,75,14,15,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,80,90,95,100,4,20,high,high,RISK,4
0,0,0,0,Bonus,2363,Yes,Rents,12,16,31,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,0,600,200,1600,200,3,10,high,high,RISK,4
1,2,3,1,Salaried,4592,Yes,Rents,37,41,60,10,15,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,120,0,60,100,0,4,20,high,high,RISK,4
3,4,3,2,Salaried,358,No,Rents,50,64,80,13,16,SPECIALIST OFFICE VISIT,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,60,70,80,4,50,high,high,RISK,4
0,1,2,0,Salaried,4592,Yes,Rents,16,17,35,1,14,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,0,600,200,200,3,10,high,high,RISK,4
0,1,0,0,Hourly,4470,Yes,Owns,0,5,23,12,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,40,200,0,25,3,5,high,high,RISK,4
0,0,0,1,Salaried,2062,No,Rents,2,9,4,20,13,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,30,10,100,50,30,3,5,high,high,RISK,4
4,3,3,3,Hourly,4826,No,Owns,47,63,98,2,16,DEDUCTIBLE,IN-NETWORK,COST IN $,200,0,1600,600,0,4,50,high,high,RISK,4
0,1,0,1,Bonus,4623,Yes,Owns,2,9,1,18,13,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,15,10,10,3,5,high,high,RISK,4
4,4,2,2,Hourly,4350,No,Rents,40,64,87,20,16,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,10,30,100,50,10,4,50,high,high,RISK,4
1,1,1,1,Hourly,2384,No,Rents,17,40,57,14,15,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,90,80,95,100,100,4,20,high,high,RISK,4
0,0,0,0,Bonus,2363,Yes,Rents,12,16,31,11,14,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,200,0,100,10,10,3,10,high,high,RISK,4
2,3,1,1,Hourly,1178,No,Owns,15,24,64,18,15,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,10,10,15,10,4,20,high,high,RISK,4
0,1,0,0,Bonus,2294,Yes,Owns,4,9,4,20,13,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,100,50,10,30,30,3,5,high,high,RISK,4
0,0,1,1,Hourly,1155,No,Rents,1,10,8,17,13,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,50,80,70,100,80,3,5,high,high,RISK,4
3,3,2,3,Salaried,3664,No,Owns,18,38,64,1,15,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,200,0,1600,600,0,4,20,high,high,RISK,4
1,0,0,0,Salaried,2852,Yes,Rents,1,5,5,14,13,OUTPATIENT SERVICES (SURGERY),IN-NETWORK,PERCENT PLAN PAYS,100,80,95,90,95,3,5,high,high,RISK,4
0,1,0,0,Bonus,4199,No,Owns,7,7,6,1,13,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,1600,600,0,200,200,3,5,high,high,RISK,4
0,0,1,0,Salaried,1919,No,Owns,4,4,5,12,13,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,200,25,40,25,3,5,high,high,RISK,4
1,0,0,0,Bonus,3757,No,Rents,1,2,0,11,13,SPECIALIST OFFICE VISIT,TIER 1 NETWORK,CO-PAY IN $,10,200,0,100,10,3,5,high,high,RISK,4
1,2,3,1,Salaried,4592,Yes,Rents,37,41,60,17,15,URGENT CARE CENTER,OUT-OF-NETWORK,PERCENT PLAN PAYS,70,100,80,50,100,4,20,high,high,RISK,4
1,1,2,0,Hourly,4144,No,Owns,9,13,26,2,14,DEDUCTIBLE,IN-NETWORK,COST IN $,200,600,0,1600,200,3,10,high,high,RISK,4
1,1,0,2,Bonus,4027,Yes,Rents,8,14,29,20,14,MAIL ORDER (UP TO A 90-DAY SUPPLY),,CO-PAY IN $,50,30,10,100,30,3,10,high,high,RISK,4
4,3,2,4,Salaried,4377,No,Rents,46,73,76,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,0,40,25,200,0,4,50,high,high,RISK,4
1,1,1,1,Hourly,874,No,Owns,17,17,35,1,14,DEDUCTIBLE,TIER 1 NETWORK,COST IN $,0,200,1600,600,200,3,10,high,high,RISK,4
1,2,1,2,Hourly,1019,Yes,Owns,15,20,28,18,14,RETAIL PHARMACY (UP TO A 30-DAY SUPPLY),GENERIC,CO-PAY IN $,20,15,10,10,10,3,10,high,high,RISK,4
1,3,3,3,Salaried,2240,Yes,Rents,35,49,60,10,15,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,100,60,0,120,0,4,20,high,high,RISK,4
4,4,2,4,Bonus,4623,Yes,Owns,40,73,76,12,16,SPECIALIST OFFICE VISIT,IN-NETWORK,CO-PAY IN $,25,200,40,0,0,4,50,high,high,RISK,4
0,0,1,1,Bonus,3409,Yes,Rents,13,14,30,10,14,TELE-MEDICINE,IN-NETWORK,CO-PAY IN $,60,0,120,100,60,3,10,high,high,RISK,4
