Unnamed: 0,type,prompt,action1,casualty_name,casualty_age,casualty_sex,casualty_rank,injury_type,injury_severity,injury_location,mission,denial,risktol,timeurg
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,3,2,0,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-3,2,1,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-1,2,4,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,1,2,4,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,0,2,3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-4,3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-3,-3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-4,3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,8,1,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,7,7,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,8,1,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-4,3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,6,7,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-2,-3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,8,1,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-3,3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,7,1,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,0,6,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-4,-3,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,4,-2,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,8,7,3
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,2,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-4,2,2,4
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-2,2,2,11
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,6,2,2,-5
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,6,2,2,4
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-2,2,2,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-1,2,2,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,5,2,2,7
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,-1,2,2,-1
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,5,2,2,4
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,8,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,3,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,0,-1
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,6,4
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,3,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,1,4
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,-2,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,3,8
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-1,2,-1
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,5,2,7
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-4,2,8
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,8,2,-2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,-4,2,4
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,8,2,2
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,3,2,0
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,1,2,6
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,1,2,9
258,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,3,2,-3
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,13,2,3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,10,2,1,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,11,2,0,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,9,2,0,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,3,2,1,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,5,2,4,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,2,4,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,6,2,3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-4,3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-3,-3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-4,3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,8,1,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,7,7,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,8,1,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-4,3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,6,7,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-2,-3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,8,1,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-3,3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,7,1,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,0,6,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-4,-3,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,4,-2,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,8,7,8
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,14,2,2,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,2,2,9
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,4,2,2,16
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,12,2,2,0
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,12,2,2,9
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,4,2,2,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,5,2,2,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,11,2,2,12
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,5,2,2,4
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,11,2,2,9
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,8,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,3,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,0,4
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,6,9
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,3,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,1,9
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,-2,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,2,3,13
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-1,2,4
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,5,2,12
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-4,2,13
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,8,2,3
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,-4,2,9
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,8,2,7
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,3,2,5
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,1,2,11
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,1,2,14
260,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,3,2,2
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,12,6,4,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,9,6,2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,10,6,1,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,8,6,1,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,2,6,2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,4,6,5,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,6,6,5,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,5,6,4,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,0,4,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,1,-2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,0,4,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,12,2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,11,8,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,12,2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,0,4,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,10,8,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,2,-2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,12,2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,1,4,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,11,2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,4,7,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,0,-2,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,8,-1,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,12,8,6
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,13,6,3,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,1,6,3,7
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,3,6,3,14
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,11,6,3,-2
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,11,6,3,7
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,3,6,3,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,4,6,3,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,10,6,3,10
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,4,6,3,2
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,10,6,3,7
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,9,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,4,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,1,2
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,7,7
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,4,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,2,7
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,-1,5
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,6,4,11
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,3,3,2
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,9,3,10
261,SelectTreatment,"You decide to assess casualty E, now which treatment do you apply?",CHECK_ALL_VITALS None None None,casualty-E,26,M,MARINE,AMPUTATION,1.0,RIGHT_CALF,7,0,3,11
