Case,Actual Outcome,Actual Outcome of 5 Most Similar Cases,Similarity#1,Similarity#2,Similarity#3,Similarity#4,Similarity#5,Top 5 Most Similar Case Index,Similarity Score,Diff_Attributes: Most Similar Variation 1,Diff_Attributes: Most Similar Variation 2,Diff_Attributes: Most Similar Variation 3,Diff_Attributes: Most Similar Variation 4,Diff_Attributes: Most Similar Variation 5
[427],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[428],7,[7 7 7 7 7],Case: 354 / Pred: 7,Case: 464 / Pred: 7,Case: 402 / Pred: 7,Case: 333 / Pred: 7,Case: 327 / Pred: 7,"[354, 464, 402, 333, 327]","[0.47248710280182366, 0.47144753441348874, 0.47015375728888, 0.4696914815449822, 0.46910901812195815]", - Non-Counterfactual,Risktol: 8.0/9.0 - Non-Counterfactual,Denial: 10.0/8.0 - Non-Counterfactual,Risktol: 6.0/9.0 - Non-Counterfactual,"Denial: 10.0/8.0, Risktol: 10.0/9.0 - Non-Counterfactual"
[429],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[430],7,[7 7 7 7 7],Case: 348 / Pred: 7,Case: 314 / Pred: 7,Case: 329 / Pred: 7,Case: 341 / Pred: 7,Case: 346 / Pred: 7,"[348, 314, 329, 341, 346]","[0.46910901812195815, 0.4683974516975649, 0.4683974516975649, 0.4683974516975649, 0.4683974516975649]","Denial: 8.0/3.0, Risktol: 6.0/5.0 - Non-Counterfactual","Mission: 4.0/1.0, Denial: 7.0/3.0 - Non-Counterfactual","Mission: 6.0/1.0, Denial: 5.0/3.0 - Non-Counterfactual","Mission: 3.0/1.0, Denial: 8.0/3.0 - Non-Counterfactual","Mission: 7.0/1.0, Denial: 10.0/3.0 - Non-Counterfactual"
[431],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[432],7,[7 7 7 7 7],Case: 310 / Pred: 7,Case: 316 / Pred: 7,Case: 374 / Pred: 7,Case: 384 / Pred: 7,Case: 514 / Pred: 7,"[310, 316, 374, 384, 514]","[0.47015375728888, 0.47015375728888, 0.47015375728888, 0.47015375728888, 0.47015375728888]",Denial: 10.0/5.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual
[433],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[434],7,[7 7 7 7 7],Case: 296 / Pred: 7,Case: 320 / Pred: 7,Case: 426 / Pred: 7,Case: 440 / Pred: 7,Case: 298 / Pred: 7,"[296, 320, 426, 440, 298]","[0.47144753441348874, 0.46969606658825586, 0.46969606658825586, 0.4696914815449822, 0.4688808984243883]",Risktol: 0.0/1.0 - Non-Counterfactual,"Mission: 7.0/6.0, Risktol: 2.0/1.0 - Non-Counterfactual","Mission: 7.0/6.0, Risktol: 2.0/1.0 - Non-Counterfactual",Risktol: 4.0/1.0 - Non-Counterfactual,"Risktol: 2.0/1.0, Timeurg: 0.0/2.0 - Non-Counterfactual"
[435],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[436],7,[7 7 7 7 7],Case: 288 / Pred: 7,Case: 352 / Pred: 7,Case: 494 / Pred: 7,Case: 546 / Pred: 7,Case: 396 / Pred: 7,"[288, 352, 494, 546, 396]","[0.46816898528275724, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724, 0.4675800195640902]","Mission: 6.0/5.0, Timeurg: 3.0/5.0 - Non-Counterfactual","Mission: 1.0/5.0, Timeurg: 0.0/5.0 - Non-Counterfactual","Mission: 7.0/5.0, Timeurg: 0.0/5.0 - Non-Counterfactual","Mission: 6.0/5.0, Timeurg: 3.0/5.0 - Non-Counterfactual","Denial: 8.0/7.0, Timeurg: 0.0/5.0 - Non-Counterfactual"
[437],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[438],7,[7 7 7 7 7],Case: 382 / Pred: 7,Case: 444 / Pred: 7,Case: 404 / Pred: 7,Case: 448 / Pred: 7,Case: 408 / Pred: 7,"[382, 444, 404, 448, 408]","[0.47051544736793083, 0.46969606658825586, 0.4683974516975649, 0.4681722753331663, 0.46794369897942634]",Risktol: 8.0/10.0 - Non-Counterfactual,"Mission: 4.0/5.0, Risktol: 9.0/10.0 - Non-Counterfactual","Mission: 3.0/5.0, Denial: 2.0/7.0 - Non-Counterfactual","Denial: 8.0/7.0, Risktol: 8.0/10.0 - Non-Counterfactual","Risktol: 8.0/10.0, Timeurg: 3.0/5.0 - Non-Counterfactual"
[439],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[440],7,[7 7 7 7 7],Case: 300 / Pred: 7,Case: 454 / Pred: 7,Case: 480 / Pred: 7,Case: 542 / Pred: 7,Case: 434 / Pred: 7,"[300, 454, 480, 542, 434]","[0.4699261447469857, 0.46969606658825586, 0.46969606658825586, 0.46969606658825586, 0.4696914815449822]",Timeurg: 0.0/2.0 - Non-Counterfactual,"Mission: 5.0/6.0, Risktol: 5.0/4.0 - Non-Counterfactual","Mission: 4.0/6.0, Risktol: 5.0/4.0 - Non-Counterfactual","Mission: 4.0/6.0, Risktol: 5.0/4.0 - Non-Counterfactual",Risktol: 1.0/4.0 - Non-Counterfactual
[441],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[442],7,[7 7 7 7 7],Case: 480 / Pred: 7,Case: 542 / Pred: 7,Case: 290 / Pred: 7,Case: 302 / Pred: 7,Case: 304 / Pred: 7,"[480, 542, 290, 302, 304]","[0.4688808984243883, 0.4688808984243883, 0.46816898528275724, 0.46816898528275724, 0.46816898528275724]","Risktol: 5.0/6.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Risktol: 5.0/6.0, Timeurg: 2.0/8.0 - Non-Counterfactual","Mission: 6.0/4.0, Timeurg: 0.0/8.0 - Non-Counterfactual","Mission: 8.0/4.0, Timeurg: 0.0/8.0 - Non-Counterfactual","Mission: 5.0/4.0, Timeurg: 2.0/8.0 - Non-Counterfactual"
[443],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[444],7,[7 7 7 7 7],Case: 356 / Pred: 7,Case: 468 / Pred: 7,Case: 382 / Pred: 7,Case: 438 / Pred: 7,Case: 504 / Pred: 7,"[356, 468, 382, 438, 504]","[0.47015375728888, 0.47015375728888, 0.46969606658825586, 0.46969606658825586, 0.4696914815449822]",Denial: 0.0/7.0 - Non-Counterfactual,Denial: 10.0/7.0 - Non-Counterfactual,"Mission: 5.0/4.0, Risktol: 8.0/9.0 - Non-Counterfactual","Mission: 5.0/4.0, Risktol: 10.0/9.0 - Non-Counterfactual",Risktol: 6.0/9.0 - Non-Counterfactual
[445],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[446],7,[7 7 7 7 7],Case: 327 / Pred: 7,Case: 331 / Pred: 7,Case: 350 / Pred: 7,Case: 412 / Pred: 7,Case: 498 / Pred: 7,"[327, 331, 350, 412, 498]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.47051544736793083, 0.47051544736793083]",Mission: 6.0/4.0 - Non-Counterfactual,Mission: 6.0/4.0 - Non-Counterfactual,Mission: 6.0/4.0 - Non-Counterfactual,Risktol: 8.0/10.0 - Non-Counterfactual,Risktol: 8.0/10.0 - Non-Counterfactual
[447],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[448],7,[7 7 7 7 7],Case: 308 / Pred: 7,Case: 382 / Pred: 7,Case: 414 / Pred: 7,Case: 322 / Pred: 7,Case: 337 / Pred: 7,"[308, 382, 414, 322, 337]","[0.4707395028866631, 0.47015375728888, 0.46876049692328564, 0.4683974516975649, 0.4683974516975649]",Mission: 6.0/5.0 - Non-Counterfactual,Denial: 7.0/8.0 - Non-Counterfactual,"Mission: 6.0/5.0, Risktol: 6.0/8.0 - Non-Counterfactual","Mission: 6.0/5.0, Denial: 10.0/8.0 - Non-Counterfactual","Mission: 6.0/5.0, Denial: 10.0/8.0 - Non-Counterfactual"
[449],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[450],7,[7 7 7 7 7],Case: 312 / Pred: 7,Case: 400 / Pred: 7,Case: 502 / Pred: 7,Case: 418 / Pred: 7,Case: 458 / Pred: 7,"[312, 400, 502, 418, 458]","[0.47248710280182366, 0.47015375728888, 0.47015375728888, 0.46969606658825586, 0.46897620683440483]", - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,Denial: 10.0/5.0 - Non-Counterfactual,"Mission: 4.0/3.0, Risktol: 9.0/8.0 - Non-Counterfactual",Risktol: 4.0/8.0 - Non-Counterfactual
[451],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[452],7,[7 7 7 7 7],Case: 324 / Pred: 7,Case: 400 / Pred: 7,Case: 412 / Pred: 7,Case: 470 / Pred: 7,Case: 498 / Pred: 7,"[324, 400, 412, 470, 498]","[0.47248710280182366, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]", - Non-Counterfactual,Mission: 3.0/2.0 - Non-Counterfactual,Mission: 4.0/2.0 - Non-Counterfactual,Mission: 7.0/2.0 - Non-Counterfactual,Mission: 4.0/2.0 - Non-Counterfactual
[453],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[454],7,[7 7 7 7 7],Case: 304 / Pred: 7,Case: 480 / Pred: 7,Case: 542 / Pred: 7,Case: 372 / Pred: 7,Case: 472 / Pred: 7,"[304, 480, 542, 372, 472]","[0.47144753441348874, 0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.4699261447469857]",Risktol: 6.0/5.0 - Non-Counterfactual,Mission: 4.0/5.0 - Non-Counterfactual,Mission: 4.0/5.0 - Non-Counterfactual,Denial: 7.0/10.0 - Non-Counterfactual,Timeurg: 3.0/2.0 - Non-Counterfactual
[455],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[456],7,[7 7 7 7 7],Case: 486 / Pred: 7,Case: 440 / Pred: 7,Case: 333 / Pred: 7,Case: 406 / Pred: 7,Case: 414 / Pred: 7,"[486, 440, 333, 406, 414]","[0.46969606658825586, 0.46910901812195815, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883]","Mission: 7.0/6.0, Risktol: 6.0/5.0 - Non-Counterfactual","Denial: 10.0/8.0, Risktol: 4.0/5.0 - Non-Counterfactual","Risktol: 6.0/5.0, Timeurg: 0.0/2.0 - Non-Counterfactual","Risktol: 4.0/5.0, Timeurg: 0.0/2.0 - Non-Counterfactual","Risktol: 6.0/5.0, Timeurg: 5.0/2.0 - Non-Counterfactual"
[457],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[458],7,[7 7 7 7 7],Case: 329 / Pred: 7,Case: 390 / Pred: 7,Case: 496 / Pred: 7,Case: 500 / Pred: 7,Case: 341 / Pred: 7,"[329, 390, 496, 500, 341]","[0.46969606658825586, 0.46969606658825586, 0.46969606658825586, 0.46969606658825586, 0.46910901812195815]","Mission: 6.0/3.0, Risktol: 5.0/4.0 - Non-Counterfactual","Mission: 4.0/3.0, Risktol: 5.0/4.0 - Non-Counterfactual","Mission: 6.0/3.0, Risktol: 5.0/4.0 - Non-Counterfactual","Mission: 7.0/3.0, Risktol: 5.0/4.0 - Non-Counterfactual","Denial: 8.0/5.0, Risktol: 5.0/4.0 - Non-Counterfactual"
[459],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[460],7,[7 7 7 7 7],Case: 464 / Pred: 7,Case: 522 / Pred: 7,Case: 536 / Pred: 7,Case: 354 / Pred: 7,Case: 402 / Pred: 7,"[464, 522, 536, 354, 402]","[0.47015375728888, 0.46969606658825586, 0.46969606658825586, 0.46910901812195815, 0.46910901812195815]",Denial: 8.0/7.0 - Non-Counterfactual,"Mission: 7.0/6.0, Risktol: 9.0/8.0 - Non-Counterfactual","Mission: 2.0/6.0, Risktol: 9.0/8.0 - Non-Counterfactual","Denial: 8.0/7.0, Risktol: 9.0/8.0 - Non-Counterfactual","Denial: 10.0/7.0, Risktol: 9.0/8.0 - Non-Counterfactual"
[461],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[462],7,[7 7 7 7 7],Case: 298 / Pred: 7,Case: 416 / Pred: 7,Case: 520 / Pred: 7,Case: 339 / Pred: 7,Case: 364 / Pred: 7,"[298, 416, 520, 339, 364]","[0.4707395028866631, 0.4707395028866631, 0.4699261447469857, 0.46969606658825586, 0.46969606658825586]",Mission: 6.0/2.0 - Non-Counterfactual,Mission: 7.0/2.0 - Non-Counterfactual,Timeurg: 8.0/0.0 - Non-Counterfactual,"Mission: 7.0/2.0, Risktol: 1.0/2.0 - Non-Counterfactual","Mission: 8.0/2.0, Risktol: 1.0/2.0 - Non-Counterfactual"
[463],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[464],7,[7 7 7 7 7],Case: 354 / Pred: 7,Case: 428 / Pred: 7,Case: 333 / Pred: 7,Case: 460 / Pred: 7,Case: 308 / Pred: 7,"[354, 428, 333, 460, 308]","[0.47144753441348874, 0.47144753441348874, 0.47051544736793083, 0.47015375728888, 0.4699261447469857]",Risktol: 9.0/8.0 - Non-Counterfactual,Risktol: 9.0/8.0 - Non-Counterfactual,Risktol: 6.0/8.0 - Non-Counterfactual,Denial: 7.0/8.0 - Non-Counterfactual,Timeurg: 5.0/0.0 - Non-Counterfactual
[465],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[466],7,[7 7 7 7 7],Case: 300 / Pred: 7,Case: 306 / Pred: 7,Case: 406 / Pred: 7,Case: 329 / Pred: 7,Case: 386 / Pred: 7,"[300, 306, 406, 329, 386]","[0.47015375728888, 0.47015375728888, 0.47015375728888, 0.46910901812195815, 0.46910901812195815]",Denial: 10.0/2.0 - Non-Counterfactual,Denial: 7.0/2.0 - Non-Counterfactual,Denial: 8.0/2.0 - Non-Counterfactual,"Denial: 5.0/2.0, Risktol: 5.0/4.0 - Non-Counterfactual","Denial: 10.0/2.0, Risktol: 5.0/4.0 - Non-Counterfactual"
[467],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[468],7,[7 7 7 7 7],Case: 490 / Pred: 7,Case: 506 / Pred: 7,Case: 512 / Pred: 7,Case: 356 / Pred: 7,Case: 444 / Pred: 7,"[490, 506, 512, 356, 444]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.47015375728888, 0.47015375728888]",Mission: 7.0/4.0 - Non-Counterfactual,Mission: 1.0/4.0 - Non-Counterfactual,Mission: 1.0/4.0 - Non-Counterfactual,Denial: 0.0/10.0 - Non-Counterfactual,Denial: 7.0/10.0 - Non-Counterfactual
[469],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[470],7,[7 7 7 7 7],Case: 534 / Pred: 7,Case: 378 / Pred: 7,Case: 324 / Pred: 7,Case: 400 / Pred: 7,Case: 412 / Pred: 7,"[534, 378, 324, 400, 412]","[0.47248710280182366, 0.47144753441348874, 0.4707395028866631, 0.4707395028866631, 0.4707395028866631]", - Non-Counterfactual,Risktol: 9.0/8.0 - Non-Counterfactual,Mission: 2.0/7.0 - Non-Counterfactual,Mission: 3.0/7.0 - Non-Counterfactual,Mission: 4.0/7.0 - Non-Counterfactual
[471],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[472],7,[7 7 7 7 7],Case: 454 / Pred: 7,Case: 516 / Pred: 7,Case: 304 / Pred: 7,Case: 310 / Pred: 7,Case: 316 / Pred: 7,"[454, 516, 304, 310, 316]","[0.4699261447469857, 0.4696914815449822, 0.4688808984243883, 0.4688808984243883, 0.4688808984243883]",Timeurg: 2.0/3.0 - Non-Counterfactual,Risktol: 2.0/5.0 - Non-Counterfactual,"Risktol: 6.0/5.0, Timeurg: 2.0/3.0 - Non-Counterfactual","Risktol: 6.0/5.0, Timeurg: 0.0/3.0 - Non-Counterfactual","Risktol: 6.0/5.0, Timeurg: 0.0/3.0 - Non-Counterfactual"
[473],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[474],7,[7 7 7 7 7],Case: 343 / Pred: 7,Case: 370 / Pred: 7,Case: 544 / Pred: 7,Case: 528 / Pred: 7,Case: 304 / Pred: 7,"[343, 370, 544, 528, 304]","[0.4707395028866631, 0.4707395028866631, 0.4707395028866631, 0.46969606658825586, 0.4696914815449822]",Mission: 4.0/5.0 - Non-Counterfactual,Mission: 7.0/5.0 - Non-Counterfactual,Mission: 3.0/5.0 - Non-Counterfactual,"Mission: 2.0/5.0, Risktol: 8.0/9.0 - Non-Counterfactual",Risktol: 6.0/9.0 - Non-Counterfactual
[475],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[476],7,[7 7 7 7 7],Case: 532 / Pred: 7,Case: 314 / Pred: 7,Case: 508 / Pred: 7,Case: 504 / Pred: 7,Case: 390 / Pred: 7,"[532, 314, 508, 504, 390]","[0.47248710280182366, 0.47144753441348874, 0.4707395028866631, 0.4699261447469857, 0.46910901812195815]", - Non-Counterfactual,Risktol: 5.0/6.0 - Non-Counterfactual,Mission: 7.0/4.0 - Non-Counterfactual,Timeurg: 5.0/0.0 - Non-Counterfactual,"Denial: 5.0/7.0, Risktol: 5.0/6.0 - Non-Counterfactual"
[477],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
[478],7,[7 7 7 7 7],Case: 388 / Pred: 7,Case: 304 / Pred: 7,Case: 486 / Pred: 7,Case: 422 / Pred: 7,Case: 432 / Pred: 7,"[388, 304, 486, 422, 432]","[0.4707395028866631, 0.4683974516975649, 0.4683974516975649, 0.4681722753331663, 0.46816898528275724]",Mission: 4.0/3.0 - Non-Counterfactual,"Mission: 5.0/3.0, Denial: 10.0/5.0 - Non-Counterfactual","Mission: 7.0/3.0, Denial: 8.0/5.0 - Non-Counterfactual","Denial: 3.0/5.0, Risktol: 8.0/6.0 - Non-Counterfactual","Mission: 5.0/3.0, Timeurg: 0.0/2.0 - Non-Counterfactual"
[479],7,[7 7 7 7 7],Case: 289 / Pred: 7,Case: 291 / Pred: 7,Case: 293 / Pred: 7,Case: 295 / Pred: 7,Case: 297 / Pred: 7,"[289, 291, 293, 295, 297]","[0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366, 0.47248710280182366]", - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual, - Non-Counterfactual
