Index,Actual Outcome,Predicted,Sim#1,Sim#2,Sim#3,Sim#4,Sim#5,Similar_Index,Distance,Diff#1,Diff#2,Diff#3,Diff#4,Diff#5
[356],7,[7 7 7 7 7],Sample: 404 / Pred: 7,Sample: 422 / Pred: 7,Sample: 388 / Pred: 7,Sample: 478 / Pred: 7,Sample: 444 / Pred: 7,"[404, 422, 388, 478, 444]","[2.45, 4.47, 6.56, 6.63, 7.0]","Mission: 3.0/4.0, Denial: 2.0/0.0, Risktol: 10.0/9.0","Mission: 3.0/4.0, Denial: 3.0/0.0, Risktol: 8.0/9.0, Timeurg: 2.0/5.0","Denial: 5.0/0.0, Risktol: 6.0/9.0, Timeurg: 2.0/5.0","Mission: 3.0/4.0, Denial: 5.0/0.0, Risktol: 6.0/9.0, Timeurg: 2.0/5.0",Denial: 7.0/0.0
[357],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[358],7,[7 7 7 7 7],Sample: 368 / Pred: 7,Sample: 480 / Pred: 7,Sample: 420 / Pred: 7,Sample: 542 / Pred: 7,Sample: 372 / Pred: 7,"[368, 480, 420, 542, 372]","[1.41, 2.45, 2.45, 2.45, 2.45]","Denial: 7.0/8.0, Risktol: 6.0/5.0","Mission: 4.0/3.0, Denial: 10.0/8.0, Timeurg: 2.0/3.0","Mission: 4.0/3.0, Denial: 7.0/8.0, Timeurg: 5.0/3.0","Mission: 4.0/3.0, Denial: 10.0/8.0, Timeurg: 2.0/3.0","Mission: 5.0/3.0, Denial: 7.0/8.0, Timeurg: 2.0/3.0"
[359],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[360],7,[7 7 7 7 7],Sample: 508 / Pred: 7,Sample: 346 / Pred: 7,Sample: 406 / Pred: 7,Sample: 333 / Pred: 7,Sample: 302 / Pred: 7,"[508, 346, 406, 333, 302]","[1.73, 2.24, 2.24, 2.24, 2.24]","Mission: 7.0/8.0, Denial: 7.0/8.0, Risktol: 6.0/5.0","Mission: 7.0/8.0, Denial: 10.0/8.0","Mission: 6.0/8.0, Risktol: 4.0/5.0","Mission: 6.0/8.0, Risktol: 6.0/5.0","Denial: 10.0/8.0, Risktol: 6.0/5.0"
[361],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[362],7,[7 7 7 7 7],Sample: 494 / Pred: 7,Sample: 488 / Pred: 7,Sample: 306 / Pred: 7,Sample: 396 / Pred: 7,Sample: 406 / Pred: 7,"[494, 488, 306, 396, 406]","[1.0, 1.41, 2.24, 2.45, 2.45]",Risktol: 1.0/2.0,"Mission: 8.0/7.0, Denial: 8.0/7.0","Mission: 6.0/7.0, Risktol: 4.0/2.0","Mission: 5.0/7.0, Denial: 8.0/7.0, Risktol: 1.0/2.0","Mission: 6.0/7.0, Denial: 8.0/7.0, Risktol: 4.0/2.0"
[363],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[364],7,[7 7 7 7 7],Sample: 339 / Pred: 7,Sample: 416 / Pred: 7,Sample: 488 / Pred: 7,Sample: 298 / Pred: 7,Sample: 320 / Pred: 7,"[339, 416, 488, 298, 320]","[1.0, 1.41, 2.24, 2.24, 2.45]",Mission: 7.0/8.0,"Mission: 7.0/8.0, Risktol: 2.0/1.0","Denial: 8.0/10.0, Risktol: 2.0/1.0","Mission: 6.0/8.0, Risktol: 2.0/1.0","Mission: 7.0/8.0, Risktol: 2.0/1.0, Timeurg: 2.0/0.0"
[365],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[366],7,[7 7 7 7 7],Sample: 300 / Pred: 7,Sample: 386 / Pred: 7,Sample: 514 / Pred: 7,Sample: 316 / Pred: 7,Sample: 384 / Pred: 7,"[300, 386, 514, 316, 384]","[1.0, 1.41, 2.0, 2.0, 2.0]",Mission: 6.0/5.0,"Mission: 6.0/5.0, Risktol: 5.0/4.0",Risktol: 6.0/4.0,Risktol: 6.0/4.0,Risktol: 6.0/4.0
[367],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[368],7,[7 7 7 7 7],Sample: 358 / Pred: 7,Sample: 504 / Pred: 7,Sample: 478 / Pred: 7,Sample: 420 / Pred: 7,Sample: 388 / Pred: 7,"[358, 504, 478, 420, 388]","[1.41, 2.24, 2.24, 2.45, 2.45]","Denial: 8.0/7.0, Risktol: 5.0/6.0","Mission: 4.0/3.0, Timeurg: 5.0/3.0","Denial: 5.0/7.0, Timeurg: 2.0/3.0","Mission: 4.0/3.0, Risktol: 5.0/6.0, Timeurg: 5.0/3.0","Mission: 4.0/3.0, Denial: 5.0/7.0, Timeurg: 2.0/3.0"
[369],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[370],7,[7 7 7 7 7],Sample: 474 / Pred: 7,Sample: 378 / Pred: 7,Sample: 402 / Pred: 7,Sample: 470 / Pred: 7,Sample: 534 / Pred: 7,"[474, 378, 402, 470, 534]","[2.0, 2.0, 2.24, 2.24, 2.24]",Mission: 5.0/7.0,Timeurg: 0.0/2.0,"Mission: 6.0/7.0, Timeurg: 0.0/2.0","Risktol: 8.0/9.0, Timeurg: 0.0/2.0","Risktol: 8.0/9.0, Timeurg: 0.0/2.0"
[371],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[372],7,[7 7 7 7 7],Sample: 456 / Pred: 7,Sample: 314 / Pred: 7,Sample: 532 / Pred: 7,Sample: 388 / Pred: 7,Sample: 486 / Pred: 7,"[456, 314, 532, 388, 486]","[1.41, 2.24, 2.45, 2.45, 2.45]","Mission: 6.0/5.0, Denial: 8.0/7.0","Mission: 4.0/5.0, Timeurg: 0.0/2.0","Mission: 4.0/5.0, Risktol: 6.0/5.0, Timeurg: 0.0/2.0","Mission: 4.0/5.0, Denial: 5.0/7.0, Risktol: 6.0/5.0","Mission: 7.0/5.0, Denial: 8.0/7.0, Risktol: 6.0/5.0"
[373],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[374],7,[7 7 7 7 7],Sample: 316 / Pred: 7,Sample: 310 / Pred: 7,Sample: 384 / Pred: 7,Sample: 514 / Pred: 7,Sample: 290 / Pred: 7,"[316, 310, 384, 514, 290]","[0.0, 0.0, 0.0, 0.0, 1.0]",,,,,Mission: 6.0/5.0
[375],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[376],7,[7 7 7 7 7],Sample: 524 / Pred: 7,Sample: 424 / Pred: 7,Sample: 462 / Pred: 7,Sample: 298 / Pred: 7,Sample: 396 / Pred: 7,"[524, 424, 462, 298, 396]","[1.0, 2.24, 2.24, 2.24, 2.24]",Mission: 5.0/4.0,"Denial: 8.0/10.0, Risktol: 2.0/1.0","Mission: 2.0/4.0, Risktol: 2.0/1.0","Mission: 6.0/4.0, Risktol: 2.0/1.0","Mission: 5.0/4.0, Denial: 8.0/10.0"
[377],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 379 / Pred: 7,"[545, 453, 381, 455, 379]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[378],7,[7 7 7 7 7],Sample: 470 / Pred: 7,Sample: 402 / Pred: 7,Sample: 534 / Pred: 7,Sample: 327 / Pred: 7,Sample: 350 / Pred: 7,"[470, 402, 534, 327, 350]","[1.0, 1.0, 1.0, 1.41, 1.41]",Risktol: 8.0/9.0,Mission: 6.0/7.0,Risktol: 8.0/9.0,"Mission: 6.0/7.0, Risktol: 10.0/9.0","Mission: 6.0/7.0, Risktol: 10.0/9.0"
[379],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 381 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 381, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[380],7,[7 7 7 7 7],Sample: 468 / Pred: 7,Sample: 343 / Pred: 7,Sample: 544 / Pred: 7,Sample: 474 / Pred: 7,Sample: 337 / Pred: 7,"[468, 343, 544, 474, 337]","[1.0, 2.0, 2.24, 2.24, 2.45]",Timeurg: 5.0/4.0,Timeurg: 2.0/4.0,"Mission: 3.0/4.0, Timeurg: 2.0/4.0","Mission: 5.0/4.0, Timeurg: 2.0/4.0","Mission: 6.0/4.0, Risktol: 8.0/9.0, Timeurg: 5.0/4.0"
[381],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[382],7,[7 7 7 7 7],Sample: 448 / Pred: 7,Sample: 444 / Pred: 7,Sample: 308 / Pred: 7,Sample: 408 / Pred: 7,Sample: 438 / Pred: 7,"[448, 444, 308, 408, 438]","[1.0, 1.41, 1.41, 2.0, 2.0]",Denial: 8.0/7.0,"Mission: 4.0/5.0, Risktol: 9.0/8.0","Mission: 6.0/5.0, Denial: 8.0/7.0",Timeurg: 3.0/5.0,Risktol: 10.0/8.0
[383],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[384],7,[7 7 7 7 7],Sample: 316 / Pred: 7,Sample: 310 / Pred: 7,Sample: 374 / Pred: 7,Sample: 514 / Pred: 7,Sample: 290 / Pred: 7,"[316, 310, 374, 514, 290]","[0.0, 0.0, 0.0, 0.0, 1.0]",,,,,Mission: 6.0/5.0
[385],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[386],7,[7 7 7 7 7],Sample: 290 / Pred: 7,Sample: 394 / Pred: 7,Sample: 300 / Pred: 7,Sample: 410 / Pred: 7,Sample: 346 / Pred: 7,"[290, 394, 300, 410, 346]","[1.0, 1.0, 1.0, 1.0, 1.0]",Risktol: 6.0/5.0,Risktol: 6.0/5.0,Risktol: 4.0/5.0,Risktol: 6.0/5.0,Mission: 7.0/6.0
[387],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[388],7,[7 7 7 7 7],Sample: 478 / Pred: 7,Sample: 390 / Pred: 7,Sample: 432 / Pred: 7,Sample: 368 / Pred: 7,Sample: 372 / Pred: 7,"[478, 390, 432, 368, 372]","[1.0, 2.24, 2.24, 2.45, 2.45]",Mission: 3.0/4.0,"Risktol: 5.0/6.0, Timeurg: 0.0/2.0","Mission: 5.0/4.0, Timeurg: 0.0/2.0","Mission: 3.0/4.0, Denial: 7.0/5.0, Timeurg: 3.0/2.0","Mission: 5.0/4.0, Denial: 7.0/5.0, Risktol: 5.0/6.0"
[389],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[390],7,[7 7 7 7 7],Sample: 432 / Pred: 7,Sample: 458 / Pred: 7,Sample: 314 / Pred: 7,Sample: 329 / Pred: 7,Sample: 496 / Pred: 7,"[432, 458, 314, 329, 496]","[1.41, 1.41, 2.0, 2.0, 2.0]","Mission: 5.0/4.0, Risktol: 6.0/5.0","Mission: 3.0/4.0, Risktol: 4.0/5.0",Denial: 7.0/5.0,Mission: 6.0/4.0,Mission: 6.0/4.0
[391],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[392],7,[7 7 7 7 7],Sample: 436 / Pred: 7,Sample: 516 / Pred: 7,Sample: 296 / Pred: 7,Sample: 520 / Pred: 7,Sample: 434 / Pred: 7,"[436, 516, 296, 520, 434]","[3.32, 3.61, 4.12, 4.12, 4.24]","Denial: 7.0/10.0, Risktol: 1.0/0.0, Timeurg: 5.0/6.0","Risktol: 2.0/0.0, Timeurg: 3.0/6.0","Mission: 6.0/5.0, Timeurg: 2.0/6.0","Mission: 2.0/5.0, Risktol: 2.0/0.0, Timeurg: 8.0/6.0","Mission: 6.0/5.0, Risktol: 1.0/0.0, Timeurg: 2.0/6.0"
[393],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[394],7,[7 7 7 7 7],Sample: 538 / Pred: 7,Sample: 290 / Pred: 7,Sample: 410 / Pred: 7,Sample: 316 / Pred: 7,Sample: 310 / Pred: 7,"[538, 290, 410, 316, 310]","[0.0, 0.0, 0.0, 1.0, 1.0]",,,,Mission: 5.0/6.0,Mission: 5.0/6.0
[395],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[396],7,[7 7 7 7 7],Sample: 424 / Pred: 7,Sample: 524 / Pred: 7,Sample: 376 / Pred: 7,Sample: 494 / Pred: 7,Sample: 362 / Pred: 7,"[424, 524, 376, 494, 362]","[1.41, 2.0, 2.24, 2.24, 2.45]","Mission: 4.0/5.0, Risktol: 2.0/1.0",Denial: 10.0/8.0,"Mission: 4.0/5.0, Denial: 10.0/8.0","Mission: 7.0/5.0, Denial: 7.0/8.0","Mission: 7.0/5.0, Denial: 7.0/8.0, Risktol: 2.0/1.0"
[397],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[398],7,[7 7 7 7 7],Sample: 358 / Pred: 7,Sample: 436 / Pred: 7,Sample: 516 / Pred: 7,Sample: 420 / Pred: 7,Sample: 294 / Pred: 7,"[358, 436, 516, 420, 294]","[3.32, 3.46, 3.74, 3.87, 3.87]","Mission: 3.0/2.0, Risktol: 5.0/2.0, Timeurg: 3.0/4.0","Mission: 5.0/2.0, Denial: 7.0/8.0, Risktol: 1.0/2.0, Timeurg: 5.0/4.0","Mission: 5.0/2.0, Denial: 10.0/8.0, Timeurg: 3.0/4.0","Mission: 4.0/2.0, Denial: 7.0/8.0, Risktol: 5.0/2.0, Timeurg: 5.0/4.0","Mission: 3.0/2.0, Denial: 10.0/8.0, Risktol: 5.0/2.0, Timeurg: 5.0/4.0"
[399],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[400],7,[7 7 7 7 7],Sample: 502 / Pred: 7,Sample: 498 / Pred: 7,Sample: 510 / Pred: 7,Sample: 324 / Pred: 7,Sample: 452 / Pred: 7,"[502, 498, 510, 324, 452]","[0.0, 1.0, 1.0, 1.0, 1.0]",,Mission: 4.0/3.0,Mission: 4.0/3.0,Mission: 2.0/3.0,Mission: 2.0/3.0
[401],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[402],7,[7 7 7 7 7],Sample: 378 / Pred: 7,Sample: 350 / Pred: 7,Sample: 331 / Pred: 7,Sample: 327 / Pred: 7,Sample: 470 / Pred: 7,"[378, 350, 331, 327, 470]","[1.0, 1.0, 1.0, 1.0, 1.41]",Mission: 7.0/6.0,Risktol: 10.0/9.0,Risktol: 10.0/9.0,Risktol: 10.0/9.0,"Mission: 7.0/6.0, Risktol: 8.0/9.0"
[403],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[404],7,[7 7 7 7 7],Sample: 356 / Pred: 7,Sample: 422 / Pred: 7,Sample: 444 / Pred: 7,Sample: 438 / Pred: 7,Sample: 382 / Pred: 7,"[356, 422, 444, 438, 382]","[2.45, 3.74, 5.2, 5.39, 5.74]","Mission: 4.0/3.0, Denial: 0.0/2.0, Risktol: 9.0/10.0","Denial: 3.0/2.0, Risktol: 8.0/10.0, Timeurg: 2.0/5.0","Mission: 4.0/3.0, Denial: 7.0/2.0, Risktol: 9.0/10.0","Mission: 5.0/3.0, Denial: 7.0/2.0","Mission: 5.0/3.0, Denial: 7.0/2.0, Risktol: 8.0/10.0"
[405],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[406],7,[7 7 7 7 7],Sample: 306 / Pred: 7,Sample: 300 / Pred: 7,Sample: 333 / Pred: 7,Sample: 366 / Pred: 7,Sample: 360 / Pred: 7,"[306, 300, 333, 366, 360]","[1.0, 2.0, 2.0, 2.24, 2.24]",Denial: 7.0/8.0,Denial: 10.0/8.0,Risktol: 6.0/4.0,"Mission: 5.0/6.0, Denial: 10.0/8.0","Mission: 8.0/6.0, Risktol: 5.0/4.0"
[407],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[408],7,[7 7 7 7 7],Sample: 492 / Pred: 7,Sample: 292 / Pred: 7,Sample: 382 / Pred: 7,Sample: 482 / Pred: 7,Sample: 448 / Pred: 7,"[492, 292, 382, 482, 448]","[1.0, 1.41, 2.0, 2.24, 2.24]",Timeurg: 2.0/3.0,"Mission: 4.0/5.0, Timeurg: 2.0/3.0",Timeurg: 5.0/3.0,"Mission: 7.0/5.0, Timeurg: 2.0/3.0","Denial: 8.0/7.0, Timeurg: 5.0/3.0"
[409],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[410],7,[7 7 7 7 7],Sample: 538 / Pred: 7,Sample: 290 / Pred: 7,Sample: 394 / Pred: 7,Sample: 316 / Pred: 7,Sample: 310 / Pred: 7,"[538, 290, 394, 316, 310]","[0.0, 0.0, 0.0, 1.0, 1.0]",,,,Mission: 5.0/6.0,Mission: 5.0/6.0
[411],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[412],7,[7 7 7 7 7],Sample: 510 / Pred: 7,Sample: 498 / Pred: 7,Sample: 518 / Pred: 7,Sample: 502 / Pred: 7,Sample: 400 / Pred: 7,"[510, 498, 518, 502, 400]","[0.0, 0.0, 1.0, 1.0, 1.0]",,,Mission: 5.0/4.0,Mission: 3.0/4.0,Mission: 3.0/4.0
[413],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[414],7,[7 7 7 7 7],Sample: 335 / Pred: 7,Sample: 308 / Pred: 7,Sample: 504 / Pred: 7,Sample: 448 / Pred: 7,Sample: 484 / Pred: 7,"[335, 308, 504, 448, 484]","[2.0, 2.0, 2.24, 2.24, 2.24]",Denial: 10.0/8.0,Risktol: 8.0/6.0,"Mission: 4.0/6.0, Denial: 7.0/8.0","Mission: 5.0/6.0, Risktol: 8.0/6.0","Denial: 10.0/8.0, Risktol: 5.0/6.0"
[415],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[416],7,[7 7 7 7 7],Sample: 339 / Pred: 7,Sample: 298 / Pred: 7,Sample: 364 / Pred: 7,Sample: 320 / Pred: 7,Sample: 426 / Pred: 7,"[339, 298, 364, 320, 426]","[1.0, 1.0, 1.41, 2.0, 2.0]",Risktol: 1.0/2.0,Mission: 6.0/7.0,"Mission: 8.0/7.0, Risktol: 1.0/2.0",Timeurg: 2.0/0.0,Timeurg: 2.0/0.0
[417],7,[7 7 7 7 7],Sample: 545 / Pred: 7,Sample: 453 / Pred: 7,Sample: 379 / Pred: 7,Sample: 455 / Pred: 7,Sample: 377 / Pred: 7,"[545, 453, 379, 455, 377]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[418],7,[7 7 7 7 7],Sample: 312 / Pred: 7,Sample: 450 / Pred: 7,Sample: 536 / Pred: 7,Sample: 460 / Pred: 7,Sample: 292 / Pred: 7,"[312, 450, 536, 460, 292]","[1.41, 1.41, 2.83, 3.0, 3.0]","Mission: 3.0/4.0, Risktol: 8.0/9.0","Mission: 3.0/4.0, Risktol: 8.0/9.0","Mission: 2.0/4.0, Denial: 7.0/5.0","Mission: 6.0/4.0, Denial: 7.0/5.0, Risktol: 8.0/9.0","Denial: 7.0/5.0, Risktol: 8.0/9.0, Timeurg: 2.0/0.0"
[419],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[420],7,[7 7 7 7 7],Sample: 504 / Pred: 7,Sample: 368 / Pred: 7,Sample: 358 / Pred: 7,Sample: 414 / Pred: 7,Sample: 382 / Pred: 7,"[504, 368, 358, 414, 382]","[1.0, 2.45, 2.45, 2.45, 3.16]",Risktol: 6.0/5.0,"Mission: 3.0/4.0, Risktol: 6.0/5.0, Timeurg: 3.0/5.0","Mission: 3.0/4.0, Denial: 8.0/7.0, Timeurg: 3.0/5.0","Mission: 6.0/4.0, Denial: 8.0/7.0, Risktol: 6.0/5.0","Mission: 5.0/4.0, Risktol: 8.0/5.0"
[421],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[422],7,[7 7 7 7 7],Sample: 312 / Pred: 7,Sample: 478 / Pred: 7,Sample: 450 / Pred: 7,Sample: 388 / Pred: 7,Sample: 418 / Pred: 7,"[312, 478, 450, 388, 418]","[2.83, 2.83, 2.83, 3.0, 3.16]","Denial: 5.0/3.0, Timeurg: 0.0/2.0","Denial: 5.0/3.0, Risktol: 6.0/8.0","Denial: 5.0/3.0, Timeurg: 0.0/2.0","Mission: 4.0/3.0, Denial: 5.0/3.0, Risktol: 6.0/8.0","Mission: 4.0/3.0, Denial: 5.0/3.0, Risktol: 9.0/8.0, Timeurg: 0.0/2.0"
[423],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
[424],7,[7 7 7 7 7],Sample: 396 / Pred: 7,Sample: 376 / Pred: 7,Sample: 524 / Pred: 7,Sample: 298 / Pred: 7,Sample: 406 / Pred: 7,"[396, 376, 524, 298, 406]","[1.41, 2.24, 2.45, 2.83, 2.83]","Mission: 5.0/4.0, Risktol: 1.0/2.0","Denial: 10.0/8.0, Risktol: 1.0/2.0","Mission: 5.0/4.0, Denial: 10.0/8.0, Risktol: 1.0/2.0","Mission: 6.0/4.0, Denial: 10.0/8.0","Mission: 6.0/4.0, Risktol: 4.0/2.0"
[425],7,[7 7 7 7 7],Sample: 417 / Pred: 7,Sample: 411 / Pred: 7,Sample: 409 / Pred: 7,Sample: 407 / Pred: 7,Sample: 405 / Pred: 7,"[417, 411, 409, 407, 405]","[0.0, 0.0, 0.0, 0.0, 0.0]",,,,,
